product_name,sales,cumulative_revenue,cumulative_pct,abc_class
Hirzl Women's Soffft Flex Golf Glove,15291.4998127,33748999.06745311,0.9879459068400056,C
LIJA Women's Argyle Golf Polo,15120.0,33764119.06745311,0.9883885197329558,C
Glove It Women's Mod Oval Golf Glove,14732.629838570001,33778851.69729168,0.9888197930076659,C
Glove It Imperial Golf Towel,14055.20980225,33792906.90709393,0.9892312359356814,C
Pelican Maverick 100X Kayak,13999.599608,33806906.506701924,0.9896410509676021,C
Garmin Forerunner 910XT GPS Watch,13199.6696766,33820106.176378526,0.9900274493790802,C
Glove It Urban Brick Golf Towel,13143.77980579,33833249.95618431,0.9904122117073964,C
Cleveland Golf Collegiate My Custom Wedge 588,12809.3903355,33846059.34651981,0.9907871853392299,C
Titleist Small Wheeled Travel Cover,12749.4902805,33858808.836800314,0.9911604054964187,C
Mio ALPHA Heart Rate Monitor/Sport Watch,12736.0,33871544.836800314,0.9915332307480467,C
GoPro HERO3+ Black Edition Camera,12399.689696200001,33883944.526496515,0.9918962110739806,C
Hirzl Women's Hybrid Golf Glove,12351.75982249,33896296.286319,0.99225778833245,C
Hirzl Men's Hybrid Golf Glove,12321.77981526,33908618.06613426,0.9926184879759902,C
Sports Books,11810.3999696,33920428.46610386,0.9929642178237047,C
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,11718.0,33932146.46610386,0.9933072428157412,C
Baby sweater,11697.84036234,33943844.3064662,0.9936496776678606,C
Nike Men's Kobe IX Elite Low Basketball Shoe,11599.420318999999,33955443.7267852,0.9939892314366395,C
GolfBuddy VT3 GPS Watch,11199.440308,33966643.167093195,0.994317076454771,C
TaylorMade 2014 Purelite Stand Bag,11159.380341,33977802.547434196,0.9946437487838888,C
Total Gym 1400,10799.639647200001,33988602.1870814,0.9949598903015521,C
MDGolf Pittsburgh Penguins Putter,10558.6799088,33999160.86699019,0.9952689781229918,C
Ogio Race Golf Shoes,10369.3903355,34009530.257325694,0.9955725248064922,C
Titleist Club Glove Travel Cover,9899.6696766,34019429.927002296,0.9958623211976835,C
adidas Brazuca 2014 Official Match Ball,9759.3903355,34029189.317337796,0.9961480111441006,C
Garmin Approach S4 Golf GPS Watch,9299.689696200001,34038489.007034,0.9964202441176438,C
Merrell Women's Siren Mid Waterproof Hiking B,9044.3303685,34047533.33740249,0.9966850018708977,C
Merrell Men's All Out Flash Trail Running Sho,9019.1798278,34056552.517230295,0.9969490233838357,C
insta-bed Neverflat Air Mattress,8699.420318999999,34065251.93754929,0.9972036844681202,C
Diamondback Boys' Insight 24 Performance Hybr,8399.7197256,34073651.657274894,0.9974495723151916,C
TaylorMade Women's RBZ SL Rescue,8319.360352,34081971.0176269,0.9976931077750392,C
Clicgear 8.0 Shoe Brush,8291.699940945,34090262.71756784,0.9979358335222837,C
Stiga Master Series ST3100 Competition Indoor,8249.749755,34098512.46732284,0.9981773312474937,C
Cleveland Golf Women's 588 RTX CB Satin Chrom,7799.3498635000005,34106311.81718634,0.9984056442637779,C
LIJA Women's Button Golf Dress,7668.0,34113979.81718634,0.9986301122309169,C
Nike Men's Fingertrap Max Training Shoe,7624.389871900001,34121604.20705824,0.9988533035839713,C
Diamondback Girls' Clarity 24 Hybrid Bike 201,7499.749755000001,34129103.956813246,0.9990728463045708,C
Merrell Women's Grassbow Sport Waterproof Hik,6889.4702915,34135993.42710475,0.9992745241072571,C
Bowflex SelectTech 1090 Dumbbells,5999.899901999999,34141993.32700675,0.9994501612139395,C
Toys,5769.99998,34147763.32698675,0.9996190683821585,C
Polar Loop Activity Tracker,5277.599851200001,34153040.92683795,0.9997735613542467,C
Bushnell Pro X7 Jolt Slope Rangefinder,4799.9199216,34157840.84675955,0.9999140710395925,C
CDs of rock,2935.3999896,34160776.24674915,1.0,C
